timestamp,type,message
"2026-04-06T07:48:22.948Z","session","--- manual_invoke.js session started ---"
"2026-04-06T07:48:22.950Z","output","==================================================="
"2026-04-06T07:48:22.950Z","output","   OPENFAAS AI PROACTIVE MONITORING SYSTEM       "
"2026-04-06T07:48:22.950Z","output","==================================================="
"2026-04-06T07:48:22.950Z","output","
[Active Session: User ID 1]"
"2026-04-06T07:48:38.865Z","input","Enter function name (or ""exit""): login1"
"2026-04-06T07:48:50.318Z","input","Enter payload JSON (Press Enter for default): {""email"":""user@example.com"",""password"":""secret123""}"
"2026-04-06T07:48:50.319Z","output","Authenticating via OpenFaaS..."
"2026-04-06T07:48:50.351Z","output","Logged metrics for login1 → {""statusCode"":401,""body"":""{\""error\"":\""Invalid credentials\"",\""auth\"":false,\""user\"":{\""id\"":3,\""email\"":\""user@example.com\"",\""first_name\"":\""Jane\""},\""T4\"":1775461730343}""}"
"2026-04-06T07:48:50.352Z","output","✅ User ID 3 verified."
"2026-04-06T07:48:50.352Z","output","[AI] Sending function details with status..."
"2026-04-06T07:48:50.551Z","output","┌──────────────────────────────────────────────────┐"
"2026-04-06T07:48:50.551Z","output","│  🥇 TOP 1: login1 (50.37%)                    │"
"2026-04-06T07:48:50.552Z","output","│  🥈 TOP 2: signup (43.31%)                    │"
"2026-04-06T07:48:50.552Z","output","│  🔥 SELECTED WARM-UP: login1                │"
"2026-04-06T07:48:50.552Z","output","│  🧠 WARM-UP CANDIDATES: login1 x1 (suppressed: recently used 0s ago)│"
"2026-04-06T07:48:50.552Z","output","│  🔥 WARM-UP STATUS: Triggered Successfully!       │"
"2026-04-06T07:48:50.553Z","output","└──────────────────────────────────────────────────┘"
"2026-04-06T07:48:50.553Z","output","[Warm-up] Invoking signup (not invoked yet)..."
"2026-04-06T07:48:50.577Z","output","Logged metrics for signup → {""statusCode"":500,""body"":""{\""error\"":\""Database error\"",\""details\"":\""Duplicate entry 'user@example.com' for key 'PRIMARY'\"",\""T4\"":1775461730568}""}"
"2026-04-06T07:48:50.578Z","output","[Warm-up] signup completed with status Failed."
"2026-04-06T07:48:50.578Z","output","
[Active Session: User ID 3]"
"2026-04-06T07:49:03.194Z","input","Enter function name (or ""exit""): login1"
"2026-04-06T07:49:12.578Z","input","Enter payload JSON (Press Enter for default): {""email"":""user@example.com"",""password"":""secret123""}"
"2026-04-06T07:49:12.578Z","output","Authenticating via OpenFaaS..."
"2026-04-06T07:49:12.594Z","output","Logged metrics for login1 → {""statusCode"":401,""body"":""{\""error\"":\""Invalid credentials\"",\""auth\"":false,\""user\"":{\""id\"":3,\""email\"":\""user@example.com\"",\""first_name\"":\""Jane\""},\""T4\"":1775461752591}""}"
"2026-04-06T07:49:12.594Z","output","✅ User ID 3 verified."
"2026-04-06T07:49:12.594Z","output","[AI] Sending function details with status..."
"2026-04-06T07:49:12.782Z","output","┌──────────────────────────────────────────────────┐"
"2026-04-06T07:49:12.782Z","output","│  🥇 TOP 1: login1 (72.51%)                    │"
"2026-04-06T07:49:12.782Z","output","│  🥈 TOP 2: signup (23.38%)                    │"
"2026-04-06T07:49:12.782Z","output","│  🔥 SELECTED WARM-UP: login1                │"
"2026-04-06T07:49:12.782Z","output","│  🧠 WARM-UP CANDIDATES: login1 x1 (suppressed: recently used 0s ago)│"
"2026-04-06T07:49:12.783Z","output","│  🔥 WARM-UP STATUS: Triggered Successfully!       │"
"2026-04-06T07:49:12.783Z","output","└──────────────────────────────────────────────────┘"
"2026-04-06T07:49:12.783Z","output","[Warm-up] Skipped signup: recently used 22s ago."
"2026-04-06T07:49:12.783Z","output","
[Active Session: User ID 3]"
"2026-04-06T07:49:16.560Z","input","Enter function name (or ""exit""): login1"
"2026-04-06T07:49:20.333Z","input","Enter payload JSON (Press Enter for default): {""email"":""user@example.com"",""password"":""secret123""}"
"2026-04-06T07:49:20.333Z","output","Authenticating via OpenFaaS..."
"2026-04-06T07:49:20.341Z","output","Logged metrics for login1 → {""statusCode"":401,""body"":""{\""error\"":\""Invalid credentials\"",\""auth\"":false,\""user\"":{\""id\"":3,\""email\"":\""user@example.com\"",\""first_name\"":\""Jane\""},\""T4\"":1775461760339}""}"
"2026-04-06T07:49:20.342Z","output","✅ User ID 3 verified."
"2026-04-06T07:49:20.342Z","output","[AI] Sending function details with status..."
"2026-04-06T07:49:20.540Z","output","┌──────────────────────────────────────────────────┐"
"2026-04-06T07:49:20.540Z","output","│  🥇 TOP 1: login1 (79.72%)                    │"
"2026-04-06T07:49:20.540Z","output","│  🥈 TOP 2: signup (16.95%)                    │"
"2026-04-06T07:49:20.540Z","output","│  🔥 SELECTED WARM-UP: login1                │"
"2026-04-06T07:49:20.540Z","output","│  🧠 WARM-UP CANDIDATES: login1 x7 (suppressed: recently used 0s ago), forgot-password x2 (eligible)│"
"2026-04-06T07:49:20.540Z","output","│  🔥 WARM-UP STATUS: Triggered Successfully!       │"
"2026-04-06T07:49:20.540Z","output","└──────────────────────────────────────────────────┘"
"2026-04-06T07:49:20.541Z","output","[Warm-up] Invoking forgot-password (not invoked yet)..."
"2026-04-06T07:49:20.628Z","output","Logged metrics for forgot-password → {""statusCode"":200,""body"":""{\""message\"":\""Password reset successful\"",\""email\"":\""user@example.com\"",\""T4\"":1775461760557}""}"
"2026-04-06T07:49:20.628Z","output","[Warm-up] forgot-password completed with status Success."
"2026-04-06T07:49:20.628Z","output","
[Active Session: User ID 3]"
"2026-04-06T07:50:09.351Z","input","Enter function name (or ""exit""): forgot-password"
"2026-04-06T07:50:49.688Z","input","Enter payload JSON (Press Enter for default): {""email"":""user@example.com"",""password"":""secret123"",""confirmPassword"":""secret123""}"
"2026-04-06T07:50:49.689Z","output","Invoking forgot-password..."
"2026-04-06T07:50:49.771Z","output","Logged metrics for forgot-password → {""statusCode"":200,""body"":""{\""message\"":\""Password reset successful\"",\""email\"":\""user@example.com\"",\""T4\"":1775461849700}""}"
"2026-04-06T07:50:49.772Z","output","[AI] Sending function details with status..."
"2026-04-06T07:50:49.953Z","output","┌──────────────────────────────────────────────────┐"
"2026-04-06T07:50:49.953Z","output","│  🥇 TOP 1: select-sub-category (59.05%)       │"
"2026-04-06T07:50:49.953Z","output","│  🥈 TOP 2: select-category (21.05%)           │"
"2026-04-06T07:50:49.953Z","output","│  🔥 SELECTED WARM-UP: forgot-password       │"
"2026-04-06T07:50:49.954Z","output","│  🧠 WARM-UP CANDIDATES: forgot-password x1 (suppressed: recently used 0s ago), login1 x1 (suppressed: recently used 90s ago)│"
"2026-04-06T07:50:49.954Z","output","│  🔥 WARM-UP STATUS: Triggered Successfully!       │"
"2026-04-06T07:50:49.954Z","output","└──────────────────────────────────────────────────┘"
"2026-04-06T07:50:49.954Z","output","[Warm-up] Skipped login1: recently used 90s ago."
"2026-04-06T07:50:49.954Z","output","
[Active Session: User ID 3]"
"2026-04-06T07:51:11.312Z","input","Enter function name (or ""exit""): login1"
"2026-04-06T07:51:15.146Z","input","Enter payload JSON (Press Enter for default): {""email"":""user@example.com"",""password"":""secret123""}"
"2026-04-06T07:51:15.147Z","output","Authenticating via OpenFaaS..."
"2026-04-06T07:51:15.272Z","output","Logged metrics for login1 → {""statusCode"":200,""body"":""{\""message\"":\""Login successful\"",\""user\"":{\""id\"":3,\""email\"":\""user@example.com\"",\""first_name\"":\""Jane\""},\""T4\"":1775461875162}""}"
"2026-04-06T07:51:15.272Z","output","✅ User ID 3 verified."
"2026-04-06T07:51:15.272Z","output","[AI] Sending function details with status..."
"2026-04-06T07:51:15.457Z","output","┌──────────────────────────────────────────────────┐"
"2026-04-06T07:51:15.457Z","output","│  🥇 TOP 1: login1 (37.84%)                    │"
"2026-04-06T07:51:15.457Z","output","│  🥈 TOP 2: select-category (31.47%)           │"
"2026-04-06T07:51:15.457Z","output","│  🔥 SELECTED WARM-UP: select-category       │"
"2026-04-06T07:51:15.458Z","output","│  🧠 WARM-UP CANDIDATES: select-category x1 (eligible)│"
"2026-04-06T07:51:15.458Z","output","│  🔥 WARM-UP STATUS: Triggered Successfully!       │"
"2026-04-06T07:51:15.458Z","output","└──────────────────────────────────────────────────┘"
"2026-04-06T07:51:15.458Z","output","[Warm-up] Invoking select-category (not invoked yet)..."
"2026-04-06T07:51:15.482Z","output","Logged metrics for select-category → {""statusCode"":200,""body"":""{\""step\"":\""select-category\"",\""categories\"":[{\""cat_id\"":1,\""cat_name\"":\""Data Structures\""},{\""cat_id\"":2,\""cat_name\"":\""OOP\""},{\""cat_id\"":3,\""cat_name\"":\""SQL\""}],\""message\"":\""Send categoryId to continue\"",\""T4\"":1775461875472}""}"
"2026-04-06T07:51:15.483Z","output","[Warm-up] select-category completed with status Success."
"2026-04-06T07:51:15.484Z","output","
[Active Session: User ID 3]"
"2026-04-06T07:51:53.292Z","input","Enter function name (or ""exit""): select-category"
"2026-04-06T07:52:01.512Z","input","Enter payload JSON (Press Enter for default): {""categoryId"":2}"
"2026-04-06T07:52:01.512Z","output","Invoking select-category..."
"2026-04-06T07:52:01.532Z","output","Logged metrics for select-category → {""statusCode"":200,""body"":""{\""step\"":\""choose-action\"",\""categoryId\"":2,\""options\"":[{\""id\"":1,\""name\"":\""Select Subcategory\""},{\""id\"":2,\""name\"":\""Questions\""}],\""message\"":\""Send {categoryId, optionId} → 1=subcategory, 2=questions\"",\""T4\"":1775461921527}""}"
"2026-04-06T07:52:01.532Z","output","[AI] Sending function details with status..."
"2026-04-06T07:52:01.860Z","output","┌──────────────────────────────────────────────────┐"
"2026-04-06T07:52:01.860Z","output","│  🥇 TOP 1: select-sub-category (99.99%)       │"
"2026-04-06T07:52:01.860Z","output","│  🥈 TOP 2: logout (0.01%)                     │"
"2026-04-06T07:52:01.860Z","output","│  🔥 SELECTED WARM-UP: select-sub-category   │"
"2026-04-06T07:52:01.861Z","output","│  🧠 WARM-UP CANDIDATES: select-sub-category x1 (eligible)│"
"2026-04-06T07:52:01.861Z","output","│  🔥 WARM-UP STATUS: Triggered Successfully!       │"
"2026-04-06T07:52:01.861Z","output","└──────────────────────────────────────────────────┘"
"2026-04-06T07:52:01.861Z","output","[Warm-up] Invoking select-sub-category (not invoked yet)..."
"2026-04-06T07:52:01.883Z","output","Logged metrics for select-sub-category → {""statusCode"":200,""body"":""{\""step\"":\""select-subcategory\"",\""categoryId\"":1,\""subCategories\"":[{\""sub_cat_id\"":10,\""sub_name\"":\""Arrays\"",\""description\"":\""An array is a collection of elements stored at contiguous memory locations. Each element can be accessed using an index. Arrays are useful for storing fixed-size collections of elements where quick access by index is required.\\r\\nExample Use: Storing scores of students, daily temperatures.\""},{\""sub_cat_id\"":11,\""sub_name\"":\""Linked Lists\"",\""description\"":\""A linked list is a sequence of nodes where each node contains data and a reference (pointer) to the next node. Unlike arrays, linked lists allow dynamic memory allocation and easy insertion/deletion but slower access by index.\\r\\nExample Use: Implementing queues, dynamic memory storage.\""},{\""sub_cat_id\"":12,\""sub_name\"":\""Stacks\"",\""description\"":\""A stack is a linear structure following LIFO (Last-In, First-Out). Operations are mainly push (insert) and pop (remove). Stacks are used in scenarios like reversing data or handling function calls.\\r\\nExample Use: Undo feature in editors, expression evaluation.\""},{\""sub_cat_id\"":13,\""sub_name\"":\""Queues\"",\""description\"":\""queue is a linear structure following FIFO (First-In, First-Out). Operations include enqueue (insert) and dequeue (remove). Variants include circular queues and priority queues.\\r\\nExample Use: Printer job scheduling, task scheduling.\""},{\""sub_cat_id\"":14,\""sub_name\"":\""Trees\"",\""description\"":\""Trees are hierarchical data structures with nodes connected by edges. The top node is called the root, and each node can have child nodes. Binary trees, binary search trees (BST), and heaps are common types.\\nExample Use: Organizing hierarchical data like folders, database indexing.\""},{\""sub_cat_id\"":15,\""sub_name\"":\""Graphs\"",\""description\"":\""Graphs consist of nodes (vertices) connected by edges. Graphs can be directed or undirected, weighted or unweighted. Useful for modeling networks and relationships.\\r\\nExample Use: Social networks, GPS route finding.\""},{\""sub_cat_id\"":16,\""sub_name\"":\""Hash Tables\"",\""description\"":\""Hash tables store key-value pairs and provide fast access using a hash function. They are efficient for searching, insertion, and deletion operations.\\r\\nExample Use: Caching data, counting frequency of elements.\""}],\""message\"":\""Send {categoryId, subCategoryId} to get questions\"",\""T4\"":1775461921878}""}"
"2026-04-06T07:52:01.883Z","output","[Warm-up] select-sub-category completed with status Success."
"2026-04-06T07:52:01.883Z","output","[Warm-up] Invoking logout (not invoked yet)..."
"2026-04-06T07:52:01.905Z","output","Logged metrics for logout → {""statusCode"":200,""body"":""{\""message\"":\""Logout successful\"",\""email\"":\""user@example.com\"",\""T4\"":1775461921896}""}"
"2026-04-06T07:52:01.906Z","output","[Warm-up] logout completed with status Success."
"2026-04-06T07:52:01.908Z","output","
[Active Session: User ID 3]"
"2026-04-06T07:52:30.829Z","input","Enter function name (or ""exit""): select-sub-category"
"2026-04-06T07:52:39.146Z","input","Enter payload JSON (Press Enter for default): {""categoryId"":2,""subCategoryId"":21}"
"2026-04-06T07:52:39.146Z","output","Invoking select-sub-category..."
"2026-04-06T07:52:39.160Z","output","Logged metrics for select-sub-category → {""statusCode"":200,""body"":""{\""message\"":\""Ready for questions\"",\""categoryId\"":2,\""subCategoryId\"":21,\""next\"":\""Send these IDs to questions function\"",\""T4\"":1775461959158}""}"
"2026-04-06T07:52:39.161Z","output","[AI] Sending function details with status..."
"2026-04-06T07:52:39.356Z","output","┌──────────────────────────────────────────────────┐"
"2026-04-06T07:52:39.357Z","output","│  🥇 TOP 1: logout (54.03%)                    │"
"2026-04-06T07:52:39.357Z","output","│  🥈 TOP 2: select-question (40.28%)           │"
"2026-04-06T07:52:39.357Z","output","│  🔥 SELECTED WARM-UP: select-question       │"
"2026-04-06T07:52:39.357Z","output","│  🧠 WARM-UP CANDIDATES: select-question x101 (eligible), select-category x27 (suppressed: recently used 38s ago)│"
"2026-04-06T07:52:39.357Z","output","│  🔥 WARM-UP STATUS: Triggered Successfully!       │"
"2026-04-06T07:52:39.357Z","output","└──────────────────────────────────────────────────┘"
"2026-04-06T07:52:39.357Z","output","[Warm-up] Invoking select-question (not invoked yet)..."
"2026-04-06T07:52:39.369Z","output","Logged metrics for select-question → {""statusCode"":200,""body"":""{\""questions\"":[{\""question_id\"":1100,\""question\"":\""1.What is an array and how is memory allocated for arrays?\""},{\""question_id\"":1101,\""question\"":\""2.Write an algorithm to find the largest element in an array.\""},{\""question_id\"":1102,\""question\"":\""3.How do you insert an element at a specific position in an array?\""},{\""question_id\"":1103,\""question\"":\""4.What is the difference between static and dynamic arrays?\""},{\""question_id\"":1104,\""question\"":\""5.Write a program to reverse an array.\""},{\""question_id\"":1110,\""question\"":\""1.What is a linked list and how is it different from an array?\""},{\""question_id\"":1111,\""question\"":\""2.Explain singly linked list and doubly linked list.\""},{\""question_id\"":1112,\""question\"":\""3.How do you insert a node at the beginning of a linked list?\""},{\""question_id\"":1113,\""question\"":\""4.How do you delete a node from a linked list?\""},{\""question_id\"":1114,\""question\"":\""5.What are advantages and disadvantages of linked lists?\""},{\""question_id\"":1120,\""question\"":\""1.What is a stack and explain LIFO principle.\""},{\""question_id\"":1121,\""question\"":\""2.Explain push and pop operations with example.\""},{\""question_id\"":1122,\""question\"":\""3. Write an algorithm to check balanced parentheses using stack.\""},{\""question_id\"":1123,\""question\"":\""4.What are applications of stack in real-world systems?\""},{\""question_id\"":1124,\""question\"":\""5.What is stack overflow and stack underflow?\""},{\""question_id\"":1130,\""question\"":\""1.What is a queue and explain FIFO principle.\""},{\""question_id\"":1131,\""question\"":\""2.Explain enqueue and dequeue operations.\""},{\""question_id\"":1132,\""question\"":\""3.What is circular queue and why is it used?\""},{\""question_id\"":1133,\""question\"":\""4.Difference between queue and priority queue.\""},{\""question_id\"":1134,\""question\"":\""5.What are applications of queues?\""},{\""question_id\"":1140,\""question\"":\""1.What is a tree data structure? Define root, leaf, and height.\""},{\""question_id\"":1141,\""question\"":\""2.Explain binary tree and binary search tree (BST).\""},{\""question_id\"":1142,\""question\"":\""3.What is tree traversal? Explain in-order traversal.\""},{\""question_id\"":1143,\""question\"":\""4.How do you insert a node in a binary search tree?\""},{\""question_id\"":1144,\""question\"":\""5.What are applications of trees?\""},{\""question_id\"":1150,\""question\"":\""1.What is a graph? Define vertex and edge.\""},{\""question_id\"":1151,\""question\"":\""2.Difference between directed and undirected graphs.\\r\\n\\r\\n\""},{\""question_id\"":1152,\""question\"":\""3.Explain Breadth First Search (BFS).\\r\\n\\r\\n\""},{\""question_id\"":1153,\""question\"":\""4.Explain Depth First Search (DFS).\\r\\n\\r\\n\\r\\n\\r\\n\""},{\""question_id\"":1154,\""question\"":\""5.What are real-world applications of graphs?\\r\\n\""},{\""question_id\"":1160,\""question\"":\""1.What is hashing and hash function?\\r\\n\""},{\""question_id\"":1161,\""question\"":\""2.What is collision in hashing?\\r\\n\""},{\""question_id\"":1162,\""question\"":\""3.Explain collision handling techniques.\\r\\n\""},{\""question_id\"":1163,\""question\"":\""4.What is a hash table and its advantages?\\r\\n\\r\\n\""},{\""question_id\"":1164,\""question\"":\""5.Difference between hash table and array.\""}],\""filterUsed\"":{\""categoryId\"":1,\""subCategoryId\"":null},\""count\"":35,\""T4\"":1775461959365}""}"
"2026-04-06T07:52:39.369Z","output","[Warm-up] select-question completed with status Success."
"2026-04-06T07:52:39.369Z","output","[Warm-up] Skipped select-category: recently used 38s ago."
"2026-04-06T07:52:39.369Z","output","
[Active Session: User ID 3]"
"2026-04-06T07:53:00.123Z","input","Enter function name (or ""exit""): select-question"
"2026-04-06T07:53:16.799Z","input","Enter payload JSON (Press Enter for default): {""categoryId"":2,""subCategoryId"":21}"
"2026-04-06T07:53:16.799Z","output","Invoking select-question..."
"2026-04-06T07:53:16.810Z","output","Logged metrics for select-question → {""statusCode"":200,""body"":""{\""questions\"":[{\""question_id\"":2210,\""question\"":\""1.What is encapsulation in OOP?\\r\\n\\r\\n\""},{\""question_id\"":2211,\""question\"":\""2.What are access modifiers (private, public, protected)?\\r\\n\\r\\n\""},{\""question_id\"":2212,\""question\"":\""3.What are getter and setter methods?\\r\\n\\r\\n\""},{\""question_id\"":2213,\""question\"":\""4.Why is encapsulation important?\\r\\n\\r\\n\""},{\""question_id\"":2214,\""question\"":\""5.Give a real-world example of encapsulation.\""}],\""filterUsed\"":{\""categoryId\"":2,\""subCategoryId\"":21},\""count\"":5,\""T4\"":1775461996807}""}"
"2026-04-06T07:53:16.810Z","output","[AI] Sending function details with status..."
"2026-04-06T07:53:17.169Z","output","┌──────────────────────────────────────────────────┐"
"2026-04-06T07:53:17.170Z","output","│  🥇 TOP 1: logout (99.47%)                    │"
"2026-04-06T07:53:17.170Z","output","│  🥈 TOP 2: signup (0.29%)                     │"
"2026-04-06T07:53:17.170Z","output","│  🔥 SELECTED WARM-UP: logout                │"
"2026-04-06T07:53:17.170Z","output","│  🧠 WARM-UP CANDIDATES: logout x105 (suppressed: recently used 75s ago), select-category x99 (suppressed: recently used 76s ago)│"
"2026-04-06T07:53:17.170Z","output","│  🔥 WARM-UP STATUS: Triggered Successfully!       │"
"2026-04-06T07:53:17.170Z","output","└──────────────────────────────────────────────────┘"
"2026-04-06T07:53:17.170Z","output","[Warm-up] Skipped logout: recently used 75s ago."
"2026-04-06T07:53:17.171Z","output","[Warm-up] Skipped select-category: recently used 76s ago."
"2026-04-06T07:53:17.171Z","output","
[Active Session: User ID 3]"
"2026-04-06T07:53:28.485Z","input","Enter function name (or ""exit""): logout"
"2026-04-06T07:53:37.304Z","input","Enter payload JSON (Press Enter for default): {""email"":""user@example.com""}"
"2026-04-06T07:53:37.304Z","output","Invoking logout..."
"2026-04-06T07:53:37.319Z","output","Logged metrics for logout → {""statusCode"":400,""body"":""{\""error\"":\""Already logged out. Login first\"",\""T4\"":1775462017317}""}"
"2026-04-06T07:53:37.320Z","output","[AI] Sending function details with status..."
"2026-04-06T07:53:37.508Z","output","┌──────────────────────────────────────────────────┐"
"2026-04-06T07:53:37.508Z","output","│  🥇 TOP 1: login1 (100.00%)                   │"
"2026-04-06T07:53:37.508Z","output","│  🥈 TOP 2: signup (0.00%)                     │"
"2026-04-06T07:53:37.508Z","output","│  🔥 SELECTED WARM-UP: logout                │"
"2026-04-06T07:53:37.509Z","output","│  🔥 WARM-UP STATUS: Triggered Successfully!       │"
"2026-04-06T07:53:37.509Z","output","└──────────────────────────────────────────────────┘"
"2026-04-06T07:53:37.509Z","output","[Warm-up] Skipped login1: recently used 142s ago."
"2026-04-06T07:53:37.509Z","output","[Warm-up] Skipped signup: recently used 287s ago."
"2026-04-06T07:53:37.509Z","output","[Session] Logged out. Reset to User ID 1."
"2026-04-06T07:53:37.510Z","output","
[Active Session: User ID 1]"
